Ref,Val,Package,PosX,PosY,Rot,Side
"@HOLE0","","",126.5011,-137.0036,0.0000,top
"@HOLE1","","",170.5011,-137.0036,0.0000,top
"@HOLE2","","",126.5011,-73.0036,0.0000,top
"@HOLE3","","",170.5011,-73.0036,0.0000,top
"C1","","C0805",139.3761,-81.5836,0.0000,top
"C2","","C0805",139.3761,-84.1236,0.0000,top
"C3","","C0805",139.3761,-79.0436,0.0000,top
"C4","","C0805",138.7411,-98.0936,-90.0000,top
"C5","","C0805",153.3461,-110.7936,90.0000,top
"C6","","C0805",145.7261,-93.0136,-90.0000,top
"CN1","host","USB-A-FEMALE-TH",160.0771,-77.9006,-90.0000,top
"CN2","micro","USB-MOLEX-47346-0001",144.8371,-72.8206,-90.0000,top
"CN3","CON-RJ45-HR911105A","HR911105A",138.1061,-129.2086,180.0000,top
"CN4","CON-RJ45-HR911105A","HR911105A",159.0611,-129.2086,180.0000,top
"J1","M023.5MM","SCREWTERMINAL-3.5MM-2",131.7561,-73.3286,0.0000,top
"J2","EJTAG_MIPS","M2X7",168.5011,-100.0036,0.0000,top
"J3","M12X2","M2X12",128.5011,-100.0036,0.0000,top
"J4","","1X03",134.9311,-84.1236,90.0000,top
"MOD1","VOCORE_V10A","VOCORE_V10A",148.5011,-102.0036,0.0000,top
"SJ1","","SJ",127.3111,-131.1136,0.0000,top
"SJ2","","SJ",127.3111,-133.6536,0.0000,top
"SJ3","","SJ",169.8561,-131.1136,0.0000,top
"SJ4","","SJ",169.8561,-133.6536,0.0000,top
"U1","","SOT223-3L",146.9961,-80.9486,0.0000,top
